objectid,filename,title,volume,creator,month/season,date_exact,date,source,identifier,type,collection,format
1971-01-20_v05_060,https://archives.nd.edu/Observer/v05/1971-01-20_v05_060.pdf,"The Observer, Vol. 05, No. 060 -- 1971/01/20",v05,University of Notre Dame Archives,,1/20/1971,1971,https://archives.nd.edu/Observer/v05/1971-01-20_v05_060.pdf,1971-01-20_v05_060,Newspaper,Observer,application/pdf
1971-01-21_v05_061,https://archives.nd.edu/Observer/v05/1971-01-21_v05_061.pdf,"The Observer, Vol. 05, No. 061 -- 1971/01/21",v05,University of Notre Dame Archives,,1/21/1971,1971,https://archives.nd.edu/Observer/v05/1971-01-21_v05_061.pdf,1971-01-21_v05_061,Newspaper,Observer,application/pdf
1971-01-22_v05_062,https://archives.nd.edu/Observer/v05/1971-01-22_v05_062.pdf,"The Observer, Vol. 05, No. 062 -- 1971/01/22",v05,University of Notre Dame Archives,,1/22/1971,1971,https://archives.nd.edu/Observer/v05/1971-01-22_v05_062.pdf,1971-01-22_v05_062,Newspaper,Observer,application/pdf
1971-01-25_v05_063,https://archives.nd.edu/Observer/v05/1971-01-25_v05_063.pdf,"The Observer, Vol. 05, No. 063 -- 1971/01/25",v05,University of Notre Dame Archives,,1/25/1971,1971,https://archives.nd.edu/Observer/v05/1971-01-25_v05_063.pdf,1971-01-25_v05_063,Newspaper,Observer,application/pdf
1971-01-26_v05_064,https://archives.nd.edu/Observer/v05/1971-01-26_v05_064.pdf,"The Observer, Vol. 05, No. 064 -- 1971/01/26",v05,University of Notre Dame Archives,,1/26/1971,1971,https://archives.nd.edu/Observer/v05/1971-01-26_v05_064.pdf,1971-01-26_v05_064,Newspaper,Observer,application/pdf
1971-01-27_v05_065,https://archives.nd.edu/Observer/v05/1971-01-27_v05_065.pdf,"The Observer, Vol. 05, No. 065 -- 1971/01/27",v05,University of Notre Dame Archives,,1/27/1971,1971,https://archives.nd.edu/Observer/v05/1971-01-27_v05_065.pdf,1971-01-27_v05_065,Newspaper,Observer,application/pdf
1971-01-28_v05_066,https://archives.nd.edu/Observer/v05/1971-01-28_v05_066.pdf,"The Observer, Vol. 05, No. 066 -- 1971/01/28",v05,University of Notre Dame Archives,,1/28/1971,1971,https://archives.nd.edu/Observer/v05/1971-01-28_v05_066.pdf,1971-01-28_v05_066,Newspaper,Observer,application/pdf
1971-01-29_v05_067,https://archives.nd.edu/Observer/v05/1971-01-29_v05_067.pdf,"The Observer, Vol. 05, No. 067 -- 1971/01/29",v05,University of Notre Dame Archives,,1/29/1971,1971,https://archives.nd.edu/Observer/v05/1971-01-29_v05_067.pdf,1971-01-29_v05_067,Newspaper,Observer,application/pdf
1971-02-01_v05_068,https://archives.nd.edu/Observer/v05/1971-02-01_v05_068.pdf,"The Observer, Vol. 05, No. 068 -- 1971/02/01",v05,University of Notre Dame Archives,,2/1/1971,1971,https://archives.nd.edu/Observer/v05/1971-02-01_v05_068.pdf,1971-02-01_v05_068,Newspaper,Observer,application/pdf
1971-02-02_v05_069,https://archives.nd.edu/Observer/v05/1971-02-02_v05_069.pdf,"The Observer, Vol. 05, No. 069 -- 1971/02/02",v05,University of Notre Dame Archives,,2/2/1971,1971,https://archives.nd.edu/Observer/v05/1971-02-02_v05_069.pdf,1971-02-02_v05_069,Newspaper,Observer,application/pdf
1971-02-03_v05_070,https://archives.nd.edu/Observer/v05/1971-02-03_v05_070.pdf,"The Observer, Vol. 05, No. 070 -- 1971/02/03",v05,University of Notre Dame Archives,,2/3/1971,1971,https://archives.nd.edu/Observer/v05/1971-02-03_v05_070.pdf,1971-02-03_v05_070,Newspaper,Observer,application/pdf
1971-02-04_v05_071,https://archives.nd.edu/Observer/v05/1971-02-04_v05_071.pdf,"The Observer, Vol. 05, No. 071 -- 1971/02/04",v05,University of Notre Dame Archives,,2/4/1971,1971,https://archives.nd.edu/Observer/v05/1971-02-04_v05_071.pdf,1971-02-04_v05_071,Newspaper,Observer,application/pdf
1971-02-05_v05_072,https://archives.nd.edu/Observer/v05/1971-02-05_v05_072.pdf,"The Observer, Vol. 05, No. 072 -- 1971/02/05",v05,University of Notre Dame Archives,,2/5/1971,1971,https://archives.nd.edu/Observer/v05/1971-02-05_v05_072.pdf,1971-02-05_v05_072,Newspaper,Observer,application/pdf
1971-02-08_v05_073,https://archives.nd.edu/Observer/v05/1971-02-08_v05_073.pdf,"The Observer, Vol. 05, No. 073 -- 1971/02/08",v05,University of Notre Dame Archives,,2/8/1971,1971,https://archives.nd.edu/Observer/v05/1971-02-08_v05_073.pdf,1971-02-08_v05_073,Newspaper,Observer,application/pdf
1971-02-09_v05_074,https://archives.nd.edu/Observer/v05/1971-02-09_v05_074.pdf,"The Observer, Vol. 05, No. 074 -- 1971/02/09",v05,University of Notre Dame Archives,,2/9/1971,1971,https://archives.nd.edu/Observer/v05/1971-02-09_v05_074.pdf,1971-02-09_v05_074,Newspaper,Observer,application/pdf
1971-02-10_v05_075,https://archives.nd.edu/Observer/v05/1971-02-10_v05_075.pdf,"The Observer, Vol. 05, No. 075 -- 1971/02/10",v05,University of Notre Dame Archives,,2/10/1971,1971,https://archives.nd.edu/Observer/v05/1971-02-10_v05_075.pdf,1971-02-10_v05_075,Newspaper,Observer,application/pdf
1971-02-11_v05_076,https://archives.nd.edu/Observer/v05/1971-02-11_v05_076.pdf,"The Observer, Vol. 05, No. 076 -- 1971/02/11",v05,University of Notre Dame Archives,,2/11/1971,1971,https://archives.nd.edu/Observer/v05/1971-02-11_v05_076.pdf,1971-02-11_v05_076,Newspaper,Observer,application/pdf
1971-02-12_v05_077,https://archives.nd.edu/Observer/v05/1971-02-12_v05_077.pdf,"The Observer, Vol. 05, No. 077 -- 1971/02/12",v05,University of Notre Dame Archives,,2/12/1971,1971,https://archives.nd.edu/Observer/v05/1971-02-12_v05_077.pdf,1971-02-12_v05_077,Newspaper,Observer,application/pdf
1971-02-15_v05_078,https://archives.nd.edu/Observer/v05/1971-02-15_v05_078.pdf,"The Observer, Vol. 05, No. 078 -- 1971/02/15",v05,University of Notre Dame Archives,,2/15/1971,1971,https://archives.nd.edu/Observer/v05/1971-02-15_v05_078.pdf,1971-02-15_v05_078,Newspaper,Observer,application/pdf
1971-02-16_v05_079,https://archives.nd.edu/Observer/v05/1971-02-16_v05_079.pdf,"The Observer, Vol. 05, No. 079 -- 1971/02/16",v05,University of Notre Dame Archives,,2/16/1971,1971,https://archives.nd.edu/Observer/v05/1971-02-16_v05_079.pdf,1971-02-16_v05_079,Newspaper,Observer,application/pdf
1971-02-17_v05_080,https://archives.nd.edu/Observer/v05/1971-02-17_v05_080.pdf,"The Observer, Vol. 05, No. 080 -- 1971/02/17",v05,University of Notre Dame Archives,,2/17/1971,1971,https://archives.nd.edu/Observer/v05/1971-02-17_v05_080.pdf,1971-02-17_v05_080,Newspaper,Observer,application/pdf
1971-02-18_v05_081,https://archives.nd.edu/Observer/v05/1971-02-18_v05_081.pdf,"The Observer, Vol. 05, No. 081 -- 1971/02/18",v05,University of Notre Dame Archives,,2/18/1971,1971,https://archives.nd.edu/Observer/v05/1971-02-18_v05_081.pdf,1971-02-18_v05_081,Newspaper,Observer,application/pdf
1971-02-19_v05_082,https://archives.nd.edu/Observer/v05/1971-02-19_v05_082.pdf,"The Observer, Vol. 05, No. 082 -- 1971/02/19",v05,University of Notre Dame Archives,,2/19/1971,1971,https://archives.nd.edu/Observer/v05/1971-02-19_v05_082.pdf,1971-02-19_v05_082,Newspaper,Observer,application/pdf
1971-02-22_v05_083,https://archives.nd.edu/Observer/v05/1971-02-22_v05_083.pdf,"The Observer, Vol. 05, No. 083 -- 1971/02/22",v05,University of Notre Dame Archives,,2/22/1971,1971,https://archives.nd.edu/Observer/v05/1971-02-22_v05_083.pdf,1971-02-22_v05_083,Newspaper,Observer,application/pdf
1971-02-23_v05_084,https://archives.nd.edu/Observer/v05/1971-02-23_v05_084.pdf,"The Observer, Vol. 05, No. 084 -- 1971/02/23",v05,University of Notre Dame Archives,,2/23/1971,1971,https://archives.nd.edu/Observer/v05/1971-02-23_v05_084.pdf,1971-02-23_v05_084,Newspaper,Observer,application/pdf
1971-02-24_v05_085,https://archives.nd.edu/Observer/v05/1971-02-24_v05_085.pdf,"The Observer, Vol. 05, No. 085 -- 1971/02/24",v05,University of Notre Dame Archives,,2/24/1971,1971,https://archives.nd.edu/Observer/v05/1971-02-24_v05_085.pdf,1971-02-24_v05_085,Newspaper,Observer,application/pdf
1971-02-25_v05_086,https://archives.nd.edu/Observer/v05/1971-02-25_v05_086.pdf,"The Observer, Vol. 05, No. 086 -- 1971/02/25",v05,University of Notre Dame Archives,,2/25/1971,1971,https://archives.nd.edu/Observer/v05/1971-02-25_v05_086.pdf,1971-02-25_v05_086,Newspaper,Observer,application/pdf
1971-02-26_v05_087,https://archives.nd.edu/Observer/v05/1971-02-26_v05_087.pdf,"The Observer, Vol. 05, No. 087 -- 1971/02/26",v05,University of Notre Dame Archives,,2/26/1971,1971,https://archives.nd.edu/Observer/v05/1971-02-26_v05_087.pdf,1971-02-26_v05_087,Newspaper,Observer,application/pdf
1971-03-01_v05_088,https://archives.nd.edu/Observer/v05/1971-03-01_v05_088.pdf,"The Observer, Vol. 05, No. 088 -- 1971/03/01",v05,University of Notre Dame Archives,,3/1/1971,1971,https://archives.nd.edu/Observer/v05/1971-03-01_v05_088.pdf,1971-03-01_v05_088,Newspaper,Observer,application/pdf
1971-03-02_v05_089,https://archives.nd.edu/Observer/v05/1971-03-02_v05_089.pdf,"The Observer, Vol. 05, No. 089 -- 1971/03/02",v05,University of Notre Dame Archives,,3/2/1971,1971,https://archives.nd.edu/Observer/v05/1971-03-02_v05_089.pdf,1971-03-02_v05_089,Newspaper,Observer,application/pdf
1971-03-03_v05_090,https://archives.nd.edu/Observer/v05/1971-03-03_v05_090.pdf,"The Observer, Vol. 05, No. 090 -- 1971/03/03",v05,University of Notre Dame Archives,,3/3/1971,1971,https://archives.nd.edu/Observer/v05/1971-03-03_v05_090.pdf,1971-03-03_v05_090,Newspaper,Observer,application/pdf
1971-03-04_v05_091,https://archives.nd.edu/Observer/v05/1971-03-04_v05_091.pdf,"The Observer, Vol. 05, No. 091 -- 1971/03/04",v05,University of Notre Dame Archives,,3/4/1971,1971,https://archives.nd.edu/Observer/v05/1971-03-04_v05_091.pdf,1971-03-04_v05_091,Newspaper,Observer,application/pdf
1971-03-05_v05_092,https://archives.nd.edu/Observer/v05/1971-03-05_v05_092.pdf,"The Observer, Vol. 05, No. 092 -- 1971/03/05",v05,University of Notre Dame Archives,,3/5/1971,1971,https://archives.nd.edu/Observer/v05/1971-03-05_v05_092.pdf,1971-03-05_v05_092,Newspaper,Observer,application/pdf
1971-03-08_v05_093,https://archives.nd.edu/Observer/v05/1971-03-08_v05_093.pdf,"The Observer, Vol. 05, No. 093 -- 1971/03/08",v05,University of Notre Dame Archives,,3/8/1971,1971,https://archives.nd.edu/Observer/v05/1971-03-08_v05_093.pdf,1971-03-08_v05_093,Newspaper,Observer,application/pdf
1971-03-09_v05_094,https://archives.nd.edu/Observer/v05/1971-03-09_v05_094.pdf,"The Observer, Vol. 05, No. 094 -- 1971/03/09",v05,University of Notre Dame Archives,,3/9/1971,1971,https://archives.nd.edu/Observer/v05/1971-03-09_v05_094.pdf,1971-03-09_v05_094,Newspaper,Observer,application/pdf
1971-03-10_v05_095,https://archives.nd.edu/Observer/v05/1971-03-10_v05_095.pdf,"The Observer, Vol. 05, No. 095 -- 1971/03/10",v05,University of Notre Dame Archives,,3/10/1971,1971,https://archives.nd.edu/Observer/v05/1971-03-10_v05_095.pdf,1971-03-10_v05_095,Newspaper,Observer,application/pdf
1971-03-11_v05_096,https://archives.nd.edu/Observer/v05/1971-03-11_v05_096.pdf,"The Observer, Vol. 05, No. 096 -- 1971/03/11",v05,University of Notre Dame Archives,,3/11/1971,1971,https://archives.nd.edu/Observer/v05/1971-03-11_v05_096.pdf,1971-03-11_v05_096,Newspaper,Observer,application/pdf
1971-03-25_v05_097,https://archives.nd.edu/Observer/v05/1971-03-25_v05_097.pdf,"The Observer, Vol. 05, No. 097 -- 1971/03/25",v05,University of Notre Dame Archives,,3/25/1971,1971,https://archives.nd.edu/Observer/v05/1971-03-25_v05_097.pdf,1971-03-25_v05_097,Newspaper,Observer,application/pdf
1971-03-26_v05_098,https://archives.nd.edu/Observer/v05/1971-03-26_v05_098.pdf,"The Observer, Vol. 05, No. 098 -- 1971/03/26",v05,University of Notre Dame Archives,,3/26/1971,1971,https://archives.nd.edu/Observer/v05/1971-03-26_v05_098.pdf,1971-03-26_v05_098,Newspaper,Observer,application/pdf
1971-03-29_v05_099,https://archives.nd.edu/Observer/v05/1971-03-29_v05_099.pdf,"The Observer, Vol. 05, No. 099 -- 1971/03/29",v05,University of Notre Dame Archives,,3/29/1971,1971,https://archives.nd.edu/Observer/v05/1971-03-29_v05_099.pdf,1971-03-29_v05_099,Newspaper,Observer,application/pdf
1971-03-30_v05_100,https://archives.nd.edu/Observer/v05/1971-03-30_v05_100.pdf,"The Observer, Vol. 05, No. 100 -- 1971/03/30",v05,University of Notre Dame Archives,,3/30/1971,1971,https://archives.nd.edu/Observer/v05/1971-03-30_v05_100.pdf,1971-03-30_v05_100,Newspaper,Observer,application/pdf
1971-03-31_v05_101,https://archives.nd.edu/Observer/v05/1971-03-31_v05_101.pdf,"The Observer, Vol. 05, No. 101 -- 1971/03/31",v05,University of Notre Dame Archives,,3/31/1971,1971,https://archives.nd.edu/Observer/v05/1971-03-31_v05_101.pdf,1971-03-31_v05_101,Newspaper,Observer,application/pdf
1971-04-01_v05_102,https://archives.nd.edu/Observer/v05/1971-04-01_v05_102.pdf,"The Observer, Vol. 05, No. 102 -- 1971/04/01",v05,University of Notre Dame Archives,,4/1/1971,1971,https://archives.nd.edu/Observer/v05/1971-04-01_v05_102.pdf,1971-04-01_v05_102,Newspaper,Observer,application/pdf
1971-04-02_v05_103,https://archives.nd.edu/Observer/v05/1971-04-02_v05_103.pdf,"The Observer, Vol. 05, No. 103 -- 1971/04/02",v05,University of Notre Dame Archives,,4/2/1971,1971,https://archives.nd.edu/Observer/v05/1971-04-02_v05_103.pdf,1971-04-02_v05_103,Newspaper,Observer,application/pdf
1971-04-05_v05_104,https://archives.nd.edu/Observer/v05/1971-04-05_v05_104.pdf,"The Observer, Vol. 05, No. 104 -- 1971/04/05",v05,University of Notre Dame Archives,,4/5/1971,1971,https://archives.nd.edu/Observer/v05/1971-04-05_v05_104.pdf,1971-04-05_v05_104,Newspaper,Observer,application/pdf
1971-04-06_v05_105,https://archives.nd.edu/Observer/v05/1971-04-06_v05_105.pdf,"The Observer, Vol. 05, No. 105 -- 1971/04/06",v05,University of Notre Dame Archives,,4/6/1971,1971,https://archives.nd.edu/Observer/v05/1971-04-06_v05_105.pdf,1971-04-06_v05_105,Newspaper,Observer,application/pdf
1971-04-07_v05_106,https://archives.nd.edu/Observer/v05/1971-04-07_v05_106.pdf,"The Observer, Vol. 05, No. 106 -- 1971/04/07",v05,University of Notre Dame Archives,,4/7/1971,1971,https://archives.nd.edu/Observer/v05/1971-04-07_v05_106.pdf,1971-04-07_v05_106,Newspaper,Observer,application/pdf
1971-04-13_v05_107,https://archives.nd.edu/Observer/v05/1971-04-13_v05_107.pdf,"The Observer, Vol. 05, No. 107 -- 1971/04/13",v05,University of Notre Dame Archives,,4/13/1971,1971,https://archives.nd.edu/Observer/v05/1971-04-13_v05_107.pdf,1971-04-13_v05_107,Newspaper,Observer,application/pdf
1971-04-14_v05_108,https://archives.nd.edu/Observer/v05/1971-04-14_v05_108.pdf,"The Observer, Vol. 05, No. 108 -- 1971/04/14",v05,University of Notre Dame Archives,,4/14/1971,1971,https://archives.nd.edu/Observer/v05/1971-04-14_v05_108.pdf,1971-04-14_v05_108,Newspaper,Observer,application/pdf
1971-04-15_v05_108,https://archives.nd.edu/Observer/v05/1971-04-15_v05_108.pdf,"The Observer, Vol. 05, No. 108 -- 1971/04/15",v05,University of Notre Dame Archives,,4/15/1971,1971,https://archives.nd.edu/Observer/v05/1971-04-15_v05_108.pdf,1971-04-15_v05_108,Newspaper,Observer,application/pdf
1971-04-16_v05_109,https://archives.nd.edu/Observer/v05/1971-04-16_v05_109.pdf,"The Observer, Vol. 05, No. 109 -- 1971/04/16",v05,University of Notre Dame Archives,,4/16/1971,1971,https://archives.nd.edu/Observer/v05/1971-04-16_v05_109.pdf,1971-04-16_v05_109,Newspaper,Observer,application/pdf
1971-04-19_v05_110,https://archives.nd.edu/Observer/v05/1971-04-19_v05_110.pdf,"The Observer, Vol. 05, No. 110 -- 1971/04/19",v05,University of Notre Dame Archives,,4/19/1971,1971,https://archives.nd.edu/Observer/v05/1971-04-19_v05_110.pdf,1971-04-19_v05_110,Newspaper,Observer,application/pdf
1971-04-20_v05_111,https://archives.nd.edu/Observer/v05/1971-04-20_v05_111.pdf,"The Observer, Vol. 05, No. 111 -- 1971/04/20",v05,University of Notre Dame Archives,,4/20/1971,1971,https://archives.nd.edu/Observer/v05/1971-04-20_v05_111.pdf,1971-04-20_v05_111,Newspaper,Observer,application/pdf
1971-04-21_v05_112,https://archives.nd.edu/Observer/v05/1971-04-21_v05_112.pdf,"The Observer, Vol. 05, No. 112 -- 1971/04/21",v05,University of Notre Dame Archives,,4/21/1971,1971,https://archives.nd.edu/Observer/v05/1971-04-21_v05_112.pdf,1971-04-21_v05_112,Newspaper,Observer,application/pdf
1971-04-22_v05_113,https://archives.nd.edu/Observer/v05/1971-04-22_v05_113.pdf,"The Observer, Vol. 05, No. 113 -- 1971/04/22",v05,University of Notre Dame Archives,,4/22/1971,1971,https://archives.nd.edu/Observer/v05/1971-04-22_v05_113.pdf,1971-04-22_v05_113,Newspaper,Observer,application/pdf
1971-04-23_v05_114,https://archives.nd.edu/Observer/v05/1971-04-23_v05_114.pdf,"The Observer, Vol. 05, No. 114 -- 1971/04/23",v05,University of Notre Dame Archives,,4/23/1971,1971,https://archives.nd.edu/Observer/v05/1971-04-23_v05_114.pdf,1971-04-23_v05_114,Newspaper,Observer,application/pdf
1971-04-26_v05_115,https://archives.nd.edu/Observer/v05/1971-04-26_v05_115.pdf,"The Observer, Vol. 05, No. 115 -- 1971/04/26",v05,University of Notre Dame Archives,,4/26/1971,1971,https://archives.nd.edu/Observer/v05/1971-04-26_v05_115.pdf,1971-04-26_v05_115,Newspaper,Observer,application/pdf
1971-04-27_v05_116,https://archives.nd.edu/Observer/v05/1971-04-27_v05_116.pdf,"The Observer, Vol. 05, No. 116 -- 1971/04/27",v05,University of Notre Dame Archives,,4/27/1971,1971,https://archives.nd.edu/Observer/v05/1971-04-27_v05_116.pdf,1971-04-27_v05_116,Newspaper,Observer,application/pdf
1971-04-28_v05_117,https://archives.nd.edu/Observer/v05/1971-04-28_v05_117.pdf,"The Observer, Vol. 05, No. 117 -- 1971/04/28",v05,University of Notre Dame Archives,,4/28/1971,1971,https://archives.nd.edu/Observer/v05/1971-04-28_v05_117.pdf,1971-04-28_v05_117,Newspaper,Observer,application/pdf
1971-04-29_v05_118,https://archives.nd.edu/Observer/v05/1971-04-29_v05_118.pdf,"The Observer, Vol. 05, No. 118 -- 1971/04/29",v05,University of Notre Dame Archives,,4/29/1971,1971,https://archives.nd.edu/Observer/v05/1971-04-29_v05_118.pdf,1971-04-29_v05_118,Newspaper,Observer,application/pdf
1971-04-30_v05_119,https://archives.nd.edu/Observer/v05/1971-04-30_v05_119.pdf,"The Observer, Vol. 05, No. 119 -- 1971/04/30",v05,University of Notre Dame Archives,,4/30/1971,1971,https://archives.nd.edu/Observer/v05/1971-04-30_v05_119.pdf,1971-04-30_v05_119,Newspaper,Observer,application/pdf
1971-05-03_v05_120,https://archives.nd.edu/Observer/v05/1971-05-03_v05_120.pdf,"The Observer, Vol. 05, No. 120 -- 1971/05/03",v05,University of Notre Dame Archives,,5/3/1971,1971,https://archives.nd.edu/Observer/v05/1971-05-03_v05_120.pdf,1971-05-03_v05_120,Newspaper,Observer,application/pdf
1971-05-04_v05_121,https://archives.nd.edu/Observer/v05/1971-05-04_v05_121.pdf,"The Observer, Vol. 05, No. 121 -- 1971/05/04",v05,University of Notre Dame Archives,,5/4/1971,1971,https://archives.nd.edu/Observer/v05/1971-05-04_v05_121.pdf,1971-05-04_v05_121,Newspaper,Observer,application/pdf
1971-05-05_v05_122,https://archives.nd.edu/Observer/v05/1971-05-05_v05_122.pdf,"The Observer, Vol. 05, No. 122 -- 1971/05/05",v05,University of Notre Dame Archives,,5/5/1971,1971,https://archives.nd.edu/Observer/v05/1971-05-05_v05_122.pdf,1971-05-05_v05_122,Newspaper,Observer,application/pdf
1971-05-06_v05_123,https://archives.nd.edu/Observer/v05/1971-05-06_v05_123.pdf,"The Observer, Vol. 05, No. 123 -- 1971/05/06",v05,University of Notre Dame Archives,,5/6/1971,1971,https://archives.nd.edu/Observer/v05/1971-05-06_v05_123.pdf,1971-05-06_v05_123,Newspaper,Observer,application/pdf
1971-05-07_v05_124,https://archives.nd.edu/Observer/v05/1971-05-07_v05_124.pdf,"The Observer, Vol. 05, No. 124 -- 1971/05/07",v05,University of Notre Dame Archives,,5/7/1971,1971,https://archives.nd.edu/Observer/v05/1971-05-07_v05_124.pdf,1971-05-07_v05_124,Newspaper,Observer,application/pdf
1971-09-04_v06_001,https://archives.nd.edu/Observer/v06/1971-09-04_v06_001.pdf,"The Observer, Vol. 06, No. 001 -- 1971/09/04",v06,University of Notre Dame Archives,,9/4/1971,1971,https://archives.nd.edu/Observer/v06/1971-09-04_v06_001.pdf,1971-09-04_v06_001,Newspaper,Observer,application/pdf
1971-09-08_v06_002,https://archives.nd.edu/Observer/v06/1971-09-08_v06_002.pdf,"The Observer, Vol. 06, No. 002 -- 1971/09/08",v06,University of Notre Dame Archives,,9/8/1971,1971,https://archives.nd.edu/Observer/v06/1971-09-08_v06_002.pdf,1971-09-08_v06_002,Newspaper,Observer,application/pdf
1971-09-10_v06_003,https://archives.nd.edu/Observer/v06/1971-09-10_v06_003.pdf,"The Observer, Vol. 06, No. 003 -- 1971/09/10",v06,University of Notre Dame Archives,,9/10/1971,1971,https://archives.nd.edu/Observer/v06/1971-09-10_v06_003.pdf,1971-09-10_v06_003,Newspaper,Observer,application/pdf
1971-09-13_v06_004,https://archives.nd.edu/Observer/v06/1971-09-13_v06_004.pdf,"The Observer, Vol. 06, No. 004 -- 1971/09/13",v06,University of Notre Dame Archives,,9/13/1971,1971,https://archives.nd.edu/Observer/v06/1971-09-13_v06_004.pdf,1971-09-13_v06_004,Newspaper,Observer,application/pdf
1971-09-15_v06_005,https://archives.nd.edu/Observer/v06/1971-09-15_v06_005.pdf,"The Observer, Vol. 06, No. 005 -- 1971/09/15",v06,University of Notre Dame Archives,,9/15/1971,1971,https://archives.nd.edu/Observer/v06/1971-09-15_v06_005.pdf,1971-09-15_v06_005,Newspaper,Observer,application/pdf
1971-09-17_v06_006,https://archives.nd.edu/Observer/v06/1971-09-17_v06_006.pdf,"The Observer, Vol. 06, No. 006 -- 1971/09/17",v06,University of Notre Dame Archives,,9/17/1971,1971,https://archives.nd.edu/Observer/v06/1971-09-17_v06_006.pdf,1971-09-17_v06_006,Newspaper,Observer,application/pdf
1971-09-20_v06_007,https://archives.nd.edu/Observer/v06/1971-09-20_v06_007.pdf,"The Observer, Vol. 06, No. 007 -- 1971/09/20",v06,University of Notre Dame Archives,,9/20/1971,1971,https://archives.nd.edu/Observer/v06/1971-09-20_v06_007.pdf,1971-09-20_v06_007,Newspaper,Observer,application/pdf
1971-09-21_v06_008,https://archives.nd.edu/Observer/v06/1971-09-21_v06_008.pdf,"The Observer, Vol. 06, No. 008 -- 1971/09/21",v06,University of Notre Dame Archives,,9/21/1971,1971,https://archives.nd.edu/Observer/v06/1971-09-21_v06_008.pdf,1971-09-21_v06_008,Newspaper,Observer,application/pdf
1971-09-22_v06_009,https://archives.nd.edu/Observer/v06/1971-09-22_v06_009.pdf,"The Observer, Vol. 06, No. 009 -- 1971/09/22",v06,University of Notre Dame Archives,,9/22/1971,1971,https://archives.nd.edu/Observer/v06/1971-09-22_v06_009.pdf,1971-09-22_v06_009,Newspaper,Observer,application/pdf
1971-09-23_v06_010,https://archives.nd.edu/Observer/v06/1971-09-23_v06_010.pdf,"The Observer, Vol. 06, No. 010 -- 1971/09/23",v06,University of Notre Dame Archives,,9/23/1971,1971,https://archives.nd.edu/Observer/v06/1971-09-23_v06_010.pdf,1971-09-23_v06_010,Newspaper,Observer,application/pdf
1971-09-24_v06_011,https://archives.nd.edu/Observer/v06/1971-09-24_v06_011.pdf,"The Observer, Vol. 06, No. 011 -- 1971/09/24",v06,University of Notre Dame Archives,,9/24/1971,1971,https://archives.nd.edu/Observer/v06/1971-09-24_v06_011.pdf,1971-09-24_v06_011,Newspaper,Observer,application/pdf
1971-09-27_v06_012,https://archives.nd.edu/Observer/v06/1971-09-27_v06_012.pdf,"The Observer, Vol. 06, No. 012 -- 1971/09/27",v06,University of Notre Dame Archives,,9/27/1971,1971,https://archives.nd.edu/Observer/v06/1971-09-27_v06_012.pdf,1971-09-27_v06_012,Newspaper,Observer,application/pdf
1971-09-28_v06_013,https://archives.nd.edu/Observer/v06/1971-09-28_v06_013.pdf,"The Observer, Vol. 06, No. 013 -- 1971/09/28",v06,University of Notre Dame Archives,,9/28/1971,1971,https://archives.nd.edu/Observer/v06/1971-09-28_v06_013.pdf,1971-09-28_v06_013,Newspaper,Observer,application/pdf
1971-09-29_v06_014,https://archives.nd.edu/Observer/v06/1971-09-29_v06_014.pdf,"The Observer, Vol. 06, No. 014 -- 1971/09/29",v06,University of Notre Dame Archives,,9/29/1971,1971,https://archives.nd.edu/Observer/v06/1971-09-29_v06_014.pdf,1971-09-29_v06_014,Newspaper,Observer,application/pdf
1971-09-30_v06_015,https://archives.nd.edu/Observer/v06/1971-09-30_v06_015.pdf,"The Observer, Vol. 06, No. 015 -- 1971/09/30",v06,University of Notre Dame Archives,,9/30/1971,1971,https://archives.nd.edu/Observer/v06/1971-09-30_v06_015.pdf,1971-09-30_v06_015,Newspaper,Observer,application/pdf
1971-10-01_v06_016,https://archives.nd.edu/Observer/v06/1971-10-01_v06_016.pdf,"The Observer, Vol. 06, No. 016 -- 1971/10/01",v06,University of Notre Dame Archives,,10/1/1971,1971,https://archives.nd.edu/Observer/v06/1971-10-01_v06_016.pdf,1971-10-01_v06_016,Newspaper,Observer,application/pdf
1971-10-04_v06_017,https://archives.nd.edu/Observer/v06/1971-10-04_v06_017.pdf,"The Observer, Vol. 06, No. 017 -- 1971/10/04",v06,University of Notre Dame Archives,,10/4/1971,1971,https://archives.nd.edu/Observer/v06/1971-10-04_v06_017.pdf,1971-10-04_v06_017,Newspaper,Observer,application/pdf
1971-10-05_v06_018,https://archives.nd.edu/Observer/v06/1971-10-05_v06_018.pdf,"The Observer, Vol. 06, No. 018 -- 1971/10/05",v06,University of Notre Dame Archives,,10/5/1971,1971,https://archives.nd.edu/Observer/v06/1971-10-05_v06_018.pdf,1971-10-05_v06_018,Newspaper,Observer,application/pdf
1971-10-06_v06_019,https://archives.nd.edu/Observer/v06/1971-10-06_v06_019.pdf,"The Observer, Vol. 06, No. 019 -- 1971/10/06",v06,University of Notre Dame Archives,,10/6/1971,1971,https://archives.nd.edu/Observer/v06/1971-10-06_v06_019.pdf,1971-10-06_v06_019,Newspaper,Observer,application/pdf
1971-10-07_v06_020,https://archives.nd.edu/Observer/v06/1971-10-07_v06_020.pdf,"The Observer, Vol. 06, No. 020 -- 1971/10/07",v06,University of Notre Dame Archives,,10/7/1971,1971,https://archives.nd.edu/Observer/v06/1971-10-07_v06_020.pdf,1971-10-07_v06_020,Newspaper,Observer,application/pdf
